Date,Users,Sessions,Page_Views,Bounce_Rate,Avg_Session_Duration,Traffic_Source,Device,Country,Conversions,Conversion_Rate
2025-12-07,606,715,2860,29.46,6.28,Email,Mobile,Australia,12,1.98
2025-12-08,153,188,188,53.06,3.86,Direct,Desktop,Australia,5,3.27
2025-12-09,745,859,3436,55.58,1.26,Organic,Mobile,Australia,39,5.23
2025-12-10,176,230,1150,66.24,2.54,Organic,Desktop,Canada,12,6.82
2025-12-11,252,265,265,44.24,3.23,Direct,Desktop,Australia,17,6.75
2025-12-12,327,354,354,43.93,1.9,Direct,Tablet,USA,7,2.14
2025-12-13,363,471,942,26.92,5.27,Direct,Desktop,USA,14,3.86
2025-12-14,136,147,294,69.52,1.16,Social,Tablet,Australia,12,8.82
2025-12-15,135,293,586,24.24,4.02,Referral,Tablet,USA,4,2.96
2025-12-16,150,269,1076,56.56,6.37,Organic,Desktop,India,13,8.67
2025-12-17,524,560,2800,55.83,1.14,Email,Mobile,UK,41,7.82
2025-12-18,362,377,377,65.97,5.53,Organic,Mobile,India,9,2.49
2025-12-19,385,534,1602,44.08,3.38,Direct,Desktop,UK,1,0.26
2025-12-20,298,442,1768,45.69,6.38,Referral,Tablet,India,28,9.4
2025-12-21,612,709,709,30.38,6.76,Social,Mobile,Canada,2,0.33
2025-12-22,437,535,1605,20.16,5.14,Direct,Mobile,Australia,12,2.75
2025-12-23,553,676,1352,61.82,1.79,Organic,Tablet,UK,35,6.33
2025-12-24,426,469,1876,59.13,2.68,Organic,Mobile,UK,6,1.41
2025-12-25,112,184,736,60.42,7.82,Referral,Desktop,UK,3,2.68
2025-12-26,456,629,2516,32.98,3.11,Direct,Tablet,USA,29,6.36
2025-12-27,152,250,1000,41.78,2.92,Direct,Desktop,Canada,1,0.66
2025-12-28,608,655,1310,42.11,6.73,Referral,Tablet,UK,35,5.76
2025-12-29,225,310,310,36.81,3.25,Organic,Mobile,USA,22,9.78
2025-12-30,746,804,3216,56.39,5.04,Direct,Tablet,USA,9,1.21
2025-12-31,507,512,512,68.39,2.08,Organic,Mobile,UK,19,3.75
2025-01-01,609,719,1438,59.06,5.66,Referral,Mobile,UK,11,1.81
2025-01-02,378,432,432,22.03,7.59,Organic,Desktop,Australia,13,3.44
2025-01-03,578,654,3270,40.42,4.85,Social,Mobile,Canada,37,6.4
2025-01-04,650,707,2121,34.65,5.55,Direct,Mobile,Canada,18,2.77
2025-01-05,792,893,3572,64.62,4.26,Direct,Tablet,India,20,2.53
2025-01-06,456,574,574,41.33,1.92,Organic,Desktop,Canada,45,9.87
2025-01-07,679,712,2136,56.79,3.1,Email,Tablet,Australia,46,6.77
2025-01-08,310,333,999,37.13,2.07,Social,Tablet,UK,23,7.42
2025-01-09,445,476,952,56.28,7.12,Referral,Mobile,Australia,5,1.12
2025-01-10,424,589,2356,47.45,2.67,Direct,Desktop,India,1,0.24
2025-01-11,634,717,2151,68.52,7.8,Email,Mobile,UK,5,0.79
2025-01-12,774,973,1946,31.23,5.59,Email,Desktop,UK,12,1.55
2025-01-13,188,239,717,31.59,7.24,Social,Mobile,USA,10,5.32
2025-01-14,150,304,608,26.86,5.78,Referral,Mobile,Australia,6,4.0
2025-01-15,132,149,298,23.44,7.37,Direct,Tablet,UK,2,1.52
2025-01-16,96,230,690,24.21,7.41,Email,Mobile,India,0,0.0
2025-01-17,330,499,2495,57.51,2.65,Referral,Tablet,India,22,6.67
2025-01-18,168,274,274,69.75,5.57,Referral,Desktop,USA,4,2.38
2025-01-19,222,361,1444,39.86,5.96,Direct,Mobile,India,12,5.41
2025-01-20,477,484,2420,25.21,3.67,Organic,Desktop,UK,1,0.21
2025-01-21,550,581,1162,41.88,3.05,Referral,Tablet,Canada,38,6.91
2025-01-22,623,672,672,56.37,5.24,Direct,Desktop,USA,8,1.28
2025-01-23,109,256,1024,31.34,1.21,Direct,Mobile,Australia,4,3.67
2025-01-24,635,658,1316,33.35,5.75,Email,Desktop,USA,22,3.46
2025-01-25,563,673,2019,44.71,4.47,Organic,Desktop,USA,2,0.36
2025-01-26,491,598,1794,43.28,1.88,Social,Mobile,Australia,3,0.61
2025-01-27,538,673,2019,59.52,3.33,Social,Desktop,USA,2,0.37
2025-01-28,379,496,1984,52.2,3.88,Direct,Mobile,Australia,18,4.75
2025-01-29,476,627,3135,39.61,7.65,Social,Mobile,Australia,25,5.25
2025-01-30,156,226,452,65.01,4.33,Organic,Desktop,UK,0,0.0
2025-01-31,761,940,940,53.54,2.85,Referral,Tablet,Australia,58,7.62
2025-02-01,736,836,1672,24.19,2.85,Direct,Mobile,UK,64,8.7
2025-02-02,223,417,417,26.58,4.83,Referral,Tablet,India,20,8.97
2025-02-03,702,741,2964,37.6,3.36,Social,Tablet,Canada,26,3.7
2025-02-04,515,663,1989,53.02,2.11,Direct,Tablet,India,16,3.11
2025-02-05,713,734,2202,43.48,2.15,Email,Desktop,USA,7,0.98
2025-02-06,450,461,1383,41.11,2.6,Organic,Mobile,USA,7,1.56
2025-02-07,174,302,1208,44.07,7.27,Email,Mobile,India,8,4.6
2025-02-08,588,728,2184,66.38,3.8,Social,Tablet,India,5,0.85
2025-02-09,694,728,1456,50.99,4.38,Organic,Desktop,Australia,60,8.65
2025-02-10,265,339,339,49.76,3.4,Referral,Desktop,UK,10,3.77
2025-02-11,322,345,690,48.31,5.61,Email,Tablet,Australia,18,5.59
2025-02-12,395,563,1126,65.77,3.64,Email,Mobile,India,21,5.32
2025-02-13,677,784,3920,52.9,6.45,Referral,Desktop,UK,15,2.22
2025-02-14,116,194,776,36.59,2.22,Direct,Tablet,Canada,1,0.86
2025-02-15,387,403,806,38.89,4.67,Referral,Tablet,USA,25,6.46
2025-02-16,451,541,1082,37.84,3.65,Email,Mobile,Australia,21,4.66
2025-02-17,529,637,1274,55.49,5.21,Referral,Desktop,Australia,21,3.97
2025-02-18,723,878,1756,21.59,3.29,Email,Desktop,UK,33,4.56
2025-02-19,227,275,825,30.8,3.19,Email,Desktop,USA,9,3.96
2025-02-20,273,307,307,29.69,4.42,Organic,Desktop,Australia,15,5.49
2025-02-21,336,421,2105,54.07,6.25,Direct,Mobile,India,28,8.33
2025-02-22,359,394,788,22.21,5.91,Email,Desktop,UK,22,6.13
2025-02-23,297,372,1488,41.93,7.77,Email,Tablet,Canada,14,4.71
2025-02-24,705,805,1610,51.57,6.79,Referral,Desktop,Canada,44,6.24
2025-02-25,661,728,2184,28.86,1.67,Email,Mobile,Canada,7,1.06
2025-02-26,666,798,1596,37.28,3.08,Referral,Tablet,Australia,23,3.45
2025-02-27,693,695,695,29.27,7.95,Organic,Desktop,UK,45,6.49
2025-02-28,436,470,940,38.58,1.91,Social,Mobile,Australia,43,9.86
2025-03-01,134,271,542,56.25,4.81,Direct,Tablet,Canada,13,9.7
2025-03-02,722,842,4210,29.96,7.1,Organic,Mobile,UK,22,3.05
2025-03-03,690,803,4015,45.27,5.1,Direct,Desktop,UK,4,0.58
2025-03-04,365,493,493,67.83,4.79,Referral,Tablet,UK,5,1.37
2025-03-05,103,123,615,63.12,1.69,Organic,Tablet,Australia,8,7.77
2025-03-06,142,277,1108,53.47,7.93,Email,Mobile,India,1,0.7
2025-03-07,544,565,565,68.19,1.03,Email,Mobile,Canada,41,7.54
2025-03-08,189,339,339,50.11,2.94,Social,Mobile,UK,7,3.7
2025-03-09,344,372,1488,46.4,7.93,Social,Desktop,UK,27,7.85
2025-03-10,321,479,479,33.01,6.56,Referral,Desktop,Australia,1,0.31
2025-03-11,596,599,1198,35.02,5.11,Direct,Mobile,Canada,20,3.36
2025-03-12,642,720,2160,31.38,6.56,Direct,Desktop,USA,10,1.56
2025-03-13,251,356,1424,32.77,5.33,Email,Desktop,Canada,22,8.76
2025-03-14,361,515,515,27.01,4.14,Organic,Desktop,UK,17,4.71
2025-03-15,276,357,357,66.69,5.68,Referral,Desktop,UK,27,9.78
2025-03-16,373,468,936,42.87,1.89,Email,Tablet,India,31,8.31
2025-03-17,518,651,3255,55.34,1.5,Referral,Mobile,India,47,9.07
2025-03-18,697,851,4255,53.49,5.85,Organic,Desktop,USA,27,3.87
2025-03-19,625,705,2115,61.28,3.93,Referral,Mobile,USA,57,9.12
2025-03-20,563,682,2728,62.71,5.53,Organic,Mobile,UK,12,2.13
2025-03-21,683,695,3475,39.08,6.35,Organic,Tablet,Australia,36,5.27
2025-03-22,768,892,4460,27.45,6.95,Organic,Tablet,USA,18,2.34
2025-03-23,578,676,3380,41.83,7.87,Email,Mobile,UK,22,3.81
2025-03-24,305,343,1715,36.72,3.35,Email,Mobile,UK,17,5.57
2025-03-25,492,559,1677,21.55,3.13,Organic,Mobile,UK,35,7.11
2025-03-26,586,779,3895,38.67,1.18,Referral,Mobile,USA,0,0.0
2025-03-27,116,125,250,68.36,4.54,Referral,Desktop,UK,6,5.17
2025-03-28,274,347,694,39.28,2.19,Organic,Mobile,India,0,0.0
2025-03-29,708,870,3480,24.37,5.91,Organic,Mobile,Canada,35,4.94
2025-03-30,181,349,1396,64.14,7.31,Social,Tablet,USA,14,7.73
2025-03-31,446,501,2004,60.87,7.18,Social,Desktop,Australia,5,1.12
2025-04-01,711,720,3600,64.25,2.28,Social,Mobile,Canada,68,9.56
2025-04-02,433,473,946,41.07,5.52,Social,Mobile,Canada,38,8.78
2025-04-03,255,277,1108,68.37,1.98,Referral,Desktop,India,16,6.27
2025-04-04,640,799,3995,68.25,1.75,Organic,Tablet,Canada,17,2.66
2025-04-05,616,707,2121,43.59,7.36,Referral,Tablet,USA,49,7.95
2025-04-06,247,278,1390,45.65,6.45,Referral,Desktop,Canada,19,7.69
2025-04-07,548,643,1286,59.59,5.12,Social,Desktop,USA,36,6.57
2025-04-08,356,467,1401,25.68,5.16,Direct,Desktop,Canada,27,7.58
2025-04-09,362,368,736,20.99,5.71,Email,Tablet,India,5,1.38
2025-04-10,131,155,465,34.29,5.2,Organic,Desktop,UK,7,5.34
2025-04-11,639,717,1434,56.8,4.35,Referral,Mobile,USA,21,3.29
2025-04-12,466,636,2544,60.59,2.88,Organic,Mobile,India,34,7.3
2025-04-13,686,715,2860,62.93,3.98,Organic,Tablet,Australia,60,8.75
2025-04-14,94,280,280,44.48,4.95,Social,Tablet,USA,3,3.19
2025-04-15,194,366,1830,60.19,3.14,Direct,Tablet,USA,12,6.19
2025-04-16,297,361,1444,47.14,6.79,Social,Tablet,Canada,0,0.0
2025-04-17,775,831,4155,32.84,5.48,Organic,Mobile,USA,20,2.58
2025-04-18,107,285,1425,23.12,1.96,Referral,Mobile,USA,4,3.74
2025-04-19,428,601,3005,60.02,4.98,Referral,Desktop,UK,42,9.81
2025-04-20,774,947,1894,58.32,3.24,Organic,Desktop,Australia,50,6.46
2025-04-21,488,561,1122,51.59,1.54,Social,Tablet,Australia,47,9.63
2025-04-22,99,137,411,49.74,2.08,Organic,Desktop,UK,9,9.09
2025-04-23,168,324,1296,31.18,3.82,Direct,Tablet,USA,5,2.98
2025-04-24,499,516,516,62.12,5.9,Referral,Desktop,USA,29,5.81
2025-04-25,567,603,1809,32.41,7.48,Organic,Desktop,Canada,50,8.82
2025-04-26,605,605,1210,54.74,1.86,Referral,Mobile,India,33,5.45
2025-04-27,133,234,936,56.12,5.64,Direct,Mobile,USA,4,3.01
2025-04-28,430,570,2850,54.67,7.24,Organic,Desktop,UK,38,8.84
2025-04-29,726,770,3080,27.44,3.9,Referral,Tablet,Australia,42,5.79
2025-04-30,365,482,2410,26.66,1.16,Referral,Desktop,India,29,7.95
2025-05-01,319,437,437,41.7,2.06,Email,Mobile,UK,20,6.27
2025-05-02,269,399,1995,41.05,6.51,Email,Tablet,Australia,16,5.95
2025-05-03,766,921,4605,62.32,6.66,Social,Desktop,UK,47,6.14
2025-05-04,555,681,3405,31.23,6.2,Direct,Tablet,UK,39,7.03
2025-05-05,228,381,1524,60.18,3.47,Social,Desktop,Canada,21,9.21
2025-05-06,331,527,2108,33.1,1.18,Email,Mobile,Canada,31,9.37
2025-05-07,186,310,930,40.11,1.31,Social,Desktop,India,15,8.06
2025-05-08,624,794,3176,57.63,3.54,Email,Mobile,USA,26,4.17
2025-05-09,374,545,545,65.14,5.72,Email,Tablet,India,16,4.28
2025-05-10,543,586,1758,38.68,1.51,Direct,Desktop,UK,36,6.63
2025-05-11,483,600,1200,46.38,7.97,Social,Tablet,India,18,3.73
2025-05-12,394,593,1779,21.68,7.72,Referral,Desktop,Australia,36,9.14
2025-05-13,279,434,1736,46.7,4.63,Social,Desktop,USA,23,8.24
2025-05-14,250,401,401,58.4,5.64,Direct,Mobile,India,8,3.2
2025-05-15,727,771,2313,63.5,3.22,Referral,Desktop,USA,58,7.98
2025-05-16,343,473,473,48.0,5.75,Social,Mobile,India,2,0.58
2025-05-17,477,538,1076,31.28,1.93,Email,Mobile,USA,23,4.82
2025-05-18,562,585,2340,49.69,5.8,Social,Mobile,India,52,9.25
2025-05-19,202,375,1875,62.27,7.94,Social,Tablet,USA,14,6.93
2025-05-20,303,326,652,63.08,3.61,Email,Tablet,USA,28,9.24
2025-05-21,327,457,914,53.36,2.26,Organic,Tablet,UK,13,3.98
2025-05-22,152,271,542,32.57,7.19,Organic,Tablet,USA,12,7.89
2025-05-23,680,806,806,60.01,6.74,Social,Tablet,India,43,6.32
2025-05-24,609,679,2037,41.9,7.54,Referral,Tablet,Australia,27,4.43
2025-05-25,340,390,1560,45.06,6.42,Social,Tablet,UK,11,3.24
2025-05-26,606,633,1899,61.88,7.26,Email,Tablet,Australia,17,2.81
2025-05-27,538,692,3460,49.24,1.82,Referral,Desktop,USA,45,8.36
2025-05-28,515,536,1072,59.19,6.41,Direct,Desktop,Canada,0,0.0
2025-05-29,295,444,888,42.58,7.42,Direct,Desktop,USA,7,2.37
2025-05-30,172,228,456,46.2,7.43,Email,Mobile,USA,3,1.74
2025-05-31,307,398,796,46.51,5.82,Referral,Tablet,Australia,18,5.86
2025-06-01,551,562,1124,49.6,2.93,Email,Tablet,UK,48,8.71
2025-06-02,87,264,264,64.13,5.23,Email,Mobile,India,5,5.75
2025-06-03,396,574,2870,50.29,3.48,Social,Desktop,India,8,2.02
2025-06-04,136,161,483,57.6,7.4,Email,Desktop,Canada,7,5.15
2025-06-05,703,891,4455,22.56,3.9,Referral,Mobile,USA,54,7.68
2025-06-06,438,447,1788,54.21,7.8,Social,Mobile,UK,32,7.31
2025-06-07,792,819,3276,23.9,6.99,Direct,Desktop,USA,64,8.08
2025-06-08,752,907,1814,46.08,2.74,Email,Mobile,Australia,50,6.65
2025-06-09,578,612,1224,38.03,1.75,Social,Tablet,India,38,6.57
2025-06-10,431,458,1374,57.78,5.89,Social,Desktop,USA,37,8.58
2025-06-11,196,319,1595,65.02,2.05,Direct,Desktop,USA,16,8.16
2025-06-12,490,490,1470,34.75,1.36,Direct,Tablet,Australia,30,6.12
2025-06-13,406,572,1716,59.23,1.55,Organic,Tablet,UK,8,1.97
2025-06-14,680,756,756,45.1,3.06,Social,Mobile,UK,32,4.71
2025-06-15,525,638,1276,63.72,3.95,Direct,Desktop,Australia,10,1.9
2025-06-16,166,248,248,30.37,1.96,Organic,Tablet,UK,0,0.0
2025-06-17,643,644,644,63.63,2.29,Referral,Desktop,USA,40,6.22
2025-06-18,721,774,1548,30.91,4.85,Email,Tablet,UK,47,6.52
2025-06-19,435,535,535,37.38,3.85,Referral,Mobile,Canada,40,9.2
2025-06-20,617,813,813,52.12,6.16,Email,Desktop,India,34,5.51
2025-06-21,311,325,975,24.32,3.01,Organic,Tablet,Australia,22,7.07
2025-06-22,495,605,1815,62.02,4.9,Social,Desktop,USA,26,5.25
2025-06-23,293,471,1884,47.16,4.54,Email,Mobile,USA,3,1.02
2025-06-24,293,328,984,63.81,2.42,Organic,Tablet,USA,19,6.48
2025-06-25,479,629,629,20.53,2.48,Direct,Tablet,USA,13,2.71
2025-06-26,119,290,1450,40.24,7.57,Referral,Tablet,Australia,3,2.52
2025-06-27,443,472,1416,64.16,3.47,Social,Desktop,India,2,0.45
2025-06-28,726,774,2322,56.96,3.49,Organic,Mobile,India,42,5.79
2025-06-29,467,560,2240,35.31,1.82,Organic,Tablet,Canada,8,1.71
2025-06-30,183,349,349,66.31,4.52,Social,Mobile,Canada,7,3.83
2025-07-01,697,791,791,30.97,6.77,Referral,Mobile,India,35,5.02
2025-07-02,257,414,414,47.39,7.86,Referral,Mobile,USA,16,6.23
2025-07-03,445,503,2012,47.23,3.82,Referral,Desktop,India,2,0.45
2025-07-04,552,745,2235,34.65,3.39,Social,Tablet,Australia,4,0.72
2025-07-05,412,429,1716,55.82,5.62,Organic,Tablet,India,38,9.22
2025-07-06,458,565,2260,36.25,3.05,Social,Mobile,USA,34,7.42
2025-07-07,782,926,926,69.62,2.4,Email,Desktop,USA,70,8.95
2025-07-08,401,504,1512,34.32,4.82,Organic,Mobile,Canada,13,3.24
2025-07-09,410,512,1024,32.2,3.44,Social,Desktop,USA,25,6.1
2025-07-10,685,877,4385,25.53,4.52,Email,Tablet,India,35,5.11
2025-07-11,232,334,1002,67.14,4.3,Email,Mobile,Australia,22,9.48
2025-07-12,781,860,860,37.93,3.03,Direct,Desktop,Australia,9,1.15
2025-07-13,512,615,2460,38.38,2.3,Email,Tablet,India,18,3.52
2025-07-14,183,368,1104,50.85,1.58,Organic,Mobile,UK,1,0.55
2025-07-15,414,522,1044,45.55,4.88,Organic,Mobile,USA,3,0.72
2025-07-16,298,379,1516,31.61,2.43,Organic,Desktop,UK,1,0.34
2025-07-17,317,469,469,40.92,5.71,Referral,Mobile,USA,7,2.21
2025-07-18,630,645,3225,42.43,1.32,Direct,Mobile,USA,19,3.02
2025-07-19,599,743,2229,44.3,7.23,Referral,Desktop,Australia,26,4.34
2025-07-20,352,434,868,34.2,5.68,Direct,Mobile,USA,18,5.11
2025-07-21,607,715,715,40.43,2.24,Direct,Tablet,UK,6,0.99
2025-07-22,343,379,758,59.57,6.02,Organic,Desktop,UK,7,2.04
2025-07-23,163,202,1010,50.47,5.08,Social,Tablet,Australia,2,1.23
2025-07-24,233,354,708,67.6,4.72,Referral,Desktop,India,21,9.01
2025-07-25,739,753,3765,56.24,3.87,Direct,Desktop,Canada,8,1.08
2025-07-26,596,611,3055,61.04,7.88,Social,Mobile,Australia,37,6.21
2025-07-27,379,413,826,34.59,2.04,Organic,Mobile,Canada,19,5.01
2025-07-28,715,838,1676,58.06,2.76,Email,Tablet,UK,42,5.87
2025-07-29,772,813,3252,59.58,5.61,Email,Mobile,India,48,6.22
2025-07-30,174,226,678,56.78,2.84,Email,Desktop,Canada,14,8.05
2025-07-31,692,771,1542,21.19,4.35,Email,Mobile,UK,54,7.8
2025-08-01,553,680,680,58.96,2.21,Social,Desktop,USA,50,9.04
2025-08-02,211,362,1086,39.81,1.48,Social,Mobile,India,16,7.58
2025-08-03,671,703,3515,59.45,1.68,Social,Desktop,Canada,10,1.49
2025-08-04,719,776,3104,60.3,3.9,Organic,Tablet,UK,18,2.5
2025-08-05,719,857,2571,45.49,5.5,Organic,Mobile,UK,58,8.07
2025-08-06,385,546,2184,60.75,3.03,Social,Mobile,Australia,10,2.6
2025-08-07,286,370,1850,44.12,3.65,Organic,Desktop,Canada,25,8.74
2025-08-08,787,839,1678,39.42,3.39,Organic,Mobile,Australia,52,6.61
2025-08-09,222,401,1604,41.03,2.38,Email,Mobile,UK,2,0.9
2025-08-10,333,396,1980,29.83,4.22,Email,Mobile,India,32,9.61
2025-08-11,704,808,808,67.63,7.28,Organic,Tablet,Canada,15,2.13
2025-08-12,323,419,1257,31.64,6.52,Direct,Tablet,USA,26,8.05
2025-08-13,188,273,819,65.73,3.28,Direct,Desktop,India,9,4.79
2025-08-14,393,495,2475,30.58,6.54,Social,Mobile,Canada,24,6.11
2025-08-15,737,832,1664,67.53,5.97,Referral,Desktop,USA,59,8.01
2025-08-16,701,801,2403,64.23,1.92,Organic,Mobile,Canada,39,5.56
2025-08-17,81,232,232,53.76,7.37,Referral,Desktop,Canada,7,8.64
2025-08-18,460,474,474,62.64,6.73,Referral,Desktop,India,14,3.04
2025-08-19,678,791,791,61.36,6.13,Direct,Desktop,Canada,28,4.13
2025-08-20,554,737,1474,48.88,6.3,Referral,Mobile,Australia,1,0.18
2025-08-21,81,91,91,32.36,7.4,Direct,Tablet,USA,8,9.88
2025-08-22,300,498,1992,43.79,2.67,Direct,Mobile,Australia,21,7.0
2025-08-23,626,658,1974,66.09,5.68,Referral,Mobile,USA,52,8.31
2025-08-24,789,845,845,49.69,5.64,Social,Mobile,India,35,4.44
2025-08-25,212,339,339,23.76,3.48,Email,Desktop,UK,17,8.02
2025-08-26,629,672,3360,27.45,7.6,Social,Mobile,USA,41,6.52
2025-08-27,790,855,1710,52.89,5.9,Organic,Tablet,Australia,37,4.68
2025-08-28,610,729,2916,42.57,6.77,Social,Tablet,Australia,9,1.48
2025-08-29,444,479,479,67.01,2.46,Organic,Mobile,UK,35,7.88
2025-08-30,645,696,2784,61.04,3.21,Email,Mobile,Canada,49,7.6
2025-08-31,633,742,2226,37.17,2.94,Email,Mobile,Canada,24,3.79
2025-09-01,492,583,583,44.03,6.08,Email,Desktop,India,47,9.55
2025-09-02,353,545,1090,37.01,1.39,Direct,Mobile,Canada,31,8.78
2025-09-03,286,312,1560,61.09,4.69,Social,Mobile,India,6,2.1
2025-09-04,264,435,1740,36.49,3.54,Organic,Tablet,Australia,19,7.2
2025-09-05,741,891,2673,44.63,5.4,Referral,Mobile,India,49,6.61
2025-09-06,738,767,767,44.53,6.88,Organic,Mobile,Australia,58,7.86
2025-09-07,786,945,945,28.36,3.77,Referral,Desktop,Australia,75,9.54
2025-09-08,499,582,2910,37.06,7.47,Referral,Mobile,USA,19,3.81
2025-09-09,397,403,2015,59.39,1.61,Email,Desktop,USA,30,7.56
2025-09-10,567,620,3100,48.72,6.01,Direct,Mobile,India,19,3.35
2025-09-11,185,346,692,33.64,1.46,Organic,Mobile,Canada,13,7.03
2025-09-12,721,748,3740,62.54,7.3,Social,Desktop,Australia,13,1.8
2025-09-13,597,600,3000,20.6,1.55,Email,Tablet,Canada,14,2.35
2025-09-14,302,471,1413,46.74,6.33,Direct,Mobile,India,15,4.97
2025-09-15,104,137,274,26.34,6.73,Referral,Desktop,Australia,4,3.85
2025-09-16,389,469,1407,39.77,3.59,Organic,Mobile,India,35,9.0
2025-09-17,97,248,992,50.37,3.34,Social,Desktop,USA,2,2.06
2025-09-18,270,331,1324,32.89,3.75,Email,Tablet,India,23,8.52
2025-09-19,641,805,805,69.72,1.22,Email,Tablet,USA,19,2.96
2025-09-20,291,415,1660,41.96,2.14,Direct,Tablet,USA,25,8.59
2025-09-21,161,229,229,38.41,6.85,Email,Tablet,UK,4,2.48
2025-09-22,473,632,2528,39.89,2.96,Direct,Mobile,USA,24,5.07
2025-09-23,664,665,1330,58.3,6.41,Referral,Mobile,India,14,2.11
2025-09-24,194,283,1132,28.02,6.81,Email,Mobile,India,4,2.06
2025-09-25,608,619,2476,45.68,3.77,Referral,Desktop,Canada,4,0.66
2025-09-26,323,383,1149,47.48,7.59,Referral,Desktop,Canada,24,7.43
2025-09-27,474,629,2516,64.05,6.13,Social,Mobile,Australia,11,2.32
